Drug,Medium,Donor,run,Day,class,relative_abundance,relative_abundance_log10
hih ph,MGAM,MB003,run1,day 4,c__Aquificae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Bacilli,0.14687868741922797,-0.8330382603820001
hih ph,MGAM,MB003,run1,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Bacteroidia,0.33443838849244256,-0.4756825793265026
hih ph,MGAM,MB003,run1,day 4,c__Balneolia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Betaproteobacteria,0.03416306119008822,-1.4664305089546454
hih ph,MGAM,MB003,run1,day 4,c__Blastocatellia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Caldilineae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Caldisericia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Calditrichae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chitinophagia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chlamydiia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chlorobia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chloroflexia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chroococcales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chroococcidiopsidales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Chrysiogenetes,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Clostridia,0.264501507744751,-0.5775702060690809
hih ph,MGAM,MB003,run1,day 4,c__Coriobacteriia,0.0038208686857335505,-2.417724238798804
hih ph,MGAM,MB003,run1,day 4,c__Cytophagia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Deferribacteres,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Dehalococcoidia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Deinococci,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Deltaproteobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Dictyoglomia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Elusimicrobia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Epsilonproteobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Erysipelotrichia,5.806222022438238e-4,-3.2353590235246403
hih ph,MGAM,MB003,run1,day 4,c__Fibrobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Flavobacteriia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Fusobacteriia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Gammaproteobacteria,0.17118990091963066,-0.7665193225175813
hih ph,MGAM,MB003,run1,day 4,c__Gemmatimonadetes,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Gloeobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Halobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Holophagae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Ignavibacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Ktedonobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Lentisphaeria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Methanobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Methanomicrobia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Methylacidiphilae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Mollicutes,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Negativicutes,0.019816073870127925,-1.7029604717414384
hih ph,MGAM,MB003,run1,day 4,c__Nitriliruptoria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Nitrospira,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Nostocales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Opitutae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Oscillatoriales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Planctomycetia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Pleurocapsales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Rubrobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Saprospiria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Solibacteres,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Sphingobacteriia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Spirochaetia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Spirulinales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Synechococcales[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Synergistia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermobaculum[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermodesulfobacteria,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermoleophilia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermomicrobia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermoplasmata,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermoprotei,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Thermotogae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Tissierellia,0,-6
hih ph,MGAM,MB003,run1,day 4,c__Verrucomicrobiae,0,-6
hih ph,MGAM,MB003,run1,day 4,c__cyanobacterium IHB-347[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__cyanobacterium IHB-410[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__cyanobacterium PCC 7702[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__marine bacterium SIMO-4474[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__marine bacterium SIMO-4476[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__marine bacterium SIMO-4483[class],0,-6
hih ph,MGAM,MB003,run1,day 4,c__phototrophic bacterium[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Acidimicrobiia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Acidithiobacillia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Acidobacteriia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Actinobacteria,1.7806796260572786e-4,-3.746982107663715
hih ph,MGAM,MB005,run1,day 4,c__Alphaproteobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Aminomonas aminovorus[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Anaerolineae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Aquificae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Bacilli,2.6710194390859175e-4,-3.571700037096143
hih ph,MGAM,MB005,run1,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Bacteroidia,0.34472473660780534,-0.46252629173128945
hih ph,MGAM,MB005,run1,day 4,c__Balneolia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Betaproteobacteria,0.008903398130286393,-2.0503954302186145
hih ph,MGAM,MB005,run1,day 4,c__Blastocatellia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Caldilineae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Caldisericia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Calditrichae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chitinophagia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chlamydiia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chlorobia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chloroflexia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chroococcales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chroococcidiopsidales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Chrysiogenetes,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Clostridia,0.3936043923430776,-0.4049389604215868
hih ph,MGAM,MB005,run1,day 4,c__Coriobacteriia,0.0037097492209526638,-2.4305383950547697
hih ph,MGAM,MB005,run1,day 4,c__Cytophagia,1.4838996883810654e-5,-4.80027232663672
hih ph,MGAM,MB005,run1,day 4,c__Deferribacteres,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Dehalococcoidia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Deinococci,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Deltaproteobacteria,1.4838996883810654e-5,-4.80027232663672
hih ph,MGAM,MB005,run1,day 4,c__Dictyoglomia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Elusimicrobia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Epsilonproteobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Erysipelotrichia,3.1161893456002377e-4,-3.5049847213715286
hih ph,MGAM,MB005,run1,day 4,c__Fibrobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Flavobacteriia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Fusobacteriia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Gammaproteobacteria,0.19228372162041846,-0.716055222155431
hih ph,MGAM,MB005,run1,day 4,c__Gemmatimonadetes,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Gloeobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Halobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Holophagae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Ignavibacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Ktedonobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Lentisphaeria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Methanobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Methanomicrobia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Methylacidiphilae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Mollicutes,1.4838996883810654e-5,-4.80027232663672
hih ph,MGAM,MB005,run1,day 4,c__Negativicutes,0.04062917346787357,-1.3911513234776873
hih ph,MGAM,MB005,run1,day 4,c__Nitriliruptoria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Nitrospira,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Nostocales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Opitutae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Oscillatoriales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Planctomycetia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Pleurocapsales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Rubrobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Saprospiria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Solibacteres,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Sphingobacteriia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Spirochaetia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Spirulinales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Synechococcales[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Synergistia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermobaculum[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermodesulfobacteria,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermoleophilia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermomicrobia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermoplasmata,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermoprotei,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Thermotogae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Tissierellia,0,-6
hih ph,MGAM,MB005,run1,day 4,c__Verrucomicrobiae,0,-6
hih ph,MGAM,MB005,run1,day 4,c__cyanobacterium IHB-347[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__cyanobacterium IHB-410[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__cyanobacterium PCC 7702[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__marine bacterium SIMO-4474[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__marine bacterium SIMO-4476[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__marine bacterium SIMO-4483[class],0,-6
hih ph,MGAM,MB005,run1,day 4,c__phototrophic bacterium[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Acidimicrobiia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Acidithiobacillia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Acidobacteriia,1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Actinobacteria,0.0061178570764453205,-2.2133296908850717
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Alphaproteobacteria,1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Aminomonas aminovorus[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Anaerolineae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Aquificae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Bacilli,0.31394462316603755,-0.5031455672260756
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Bacteroidetes Order II. Incertae sedis[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Bacteroidia,0.37545790951522023,-0.4254375855500069
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Balneolia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Betaproteobacteria,1.673577923647656e-4,-3.773766777685754
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Blastocatellia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Caldilineae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Caldisericia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Calditrichae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chitinophagia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chlamydiia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chlorobia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chloroflexia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chroococcales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chroococcidiopsidales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Chrysiogenetes,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Clostridia,0.0835673243208063,-1.0779583060477762
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Coriobacteriia,7.438124105100693e-5,-4.122736716751534
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Cytophagia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Deferribacteres,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Dehalococcoidia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Deinococci,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Deltaproteobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Dictyoglomia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Elusimicrobia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Epsilonproteobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Erysipelotrichia,1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Fibrobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Flavobacteriia,1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Fusobacteriia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Gammaproteobacteria,0.14318388902318835,-0.8441028127552938
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Gemmatimonadetes,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Gloeobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Halobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Holophagae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Ignavibacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Ktedonobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Lentisphaeria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Methanobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Methanomicrobia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Methylacidiphilae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Mollicutes,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Negativicutes,7.438124105100693e-5,-4.122736716751534
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Nitriliruptoria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Nitrospira,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Nostocales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Opitutae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Oscillatoriales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Planctomycetia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Pleurocapsales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Rubrobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Saprospiria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Solibacteres,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Sphingobacteriia,1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Spirochaetia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Spirulinales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Synechococcales[class],1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Synergistia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermobaculum[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermodesulfobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermoleophilia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermomicrobia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermoplasmata,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermoprotei,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Thermotogae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Tissierellia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__Verrucomicrobiae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__cyanobacterium IHB-347[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__cyanobacterium IHB-410[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__cyanobacterium PCC 7702[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__marine bacterium SIMO-4474[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__marine bacterium SIMO-4476[class],1.8595310262751733e-5,-4.707847855720747
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__marine bacterium SIMO-4483[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB001,run3,day 4,c__phototrophic bacterium[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Acidimicrobiia,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Acidithiobacillia,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Acidobacteriia,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Actinobacteria,0.055770720371804805,-1.2535859587636295
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Alphaproteobacteria,0.019752130131680867,-1.7043640751664313
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Aminomonas aminovorus[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Anaerolineae,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Aquificae,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Bacilli,0.09120836560805577,-1.0399605649274604
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Bacteroidetes Order II. Incertae sedis[class],7.74593338497289e-4,-3.110365929694277
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Bacteroidia,0.22676219984508134,-0.6444274233283735
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Balneolia,7.74593338497289e-4,-3.110365929694277
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Betaproteobacteria,0.021301316808675447,-1.6715731607628486
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Blastocatellia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Caldilineae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Caldisericia,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Calditrichae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chitinophagia,5.809450038729666e-4,-3.235118055973912
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chlamydiia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chlorobia,5.809450038729666e-4,-3.235118055973912
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chloroflexia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chroococcales[class],9.682416731216112e-4,-3.013567921383811
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chroococcidiopsidales[class],0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Chrysiogenetes,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Clostridia,0.2360573199070488,-0.6269806881958906
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Coriobacteriia,0.015879163439194422,-1.7991450321120084
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Cytophagia,0.006584043377226956,-2.1814413598930464
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Deferribacteres,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Dehalococcoidia,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Deinococci,0.0013555383423702555,-2.8675679264549165
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Deltaproteobacteria,0.008326878388845856,-2.0794656254090005
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Dictyoglomia,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Elusimicrobia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Epsilonproteobacteria,5.809450038729666e-4,-3.235118055973912
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Erysipelotrichia,0.004066615027110767,-2.3906601569078516
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Fibrobacteria,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Flavobacteriia,0.006003098373353989,-2.2215522007300983
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Fusobacteriia,0.001549186676994578,-2.8096159999542487
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Gammaproteobacteria,0.17563903950426027,-0.7553764738878485
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Gemmatimonadetes,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Gloeobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Halobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Holophagae,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Ignavibacteria,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Ktedonobacteria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Lentisphaeria,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Methanobacteria,3.872966692486445e-4,-3.410836334751759
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Methanomicrobia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Methylacidiphilae,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Mollicutes,0.004647560030983733,-2.3326815562385113
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Negativicutes,0.028466305189775366,-1.545653642674007
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Nitriliruptoria,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Nitrospira,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Nostocales[class],5.809450038729666e-4,-3.235118055973912
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Opitutae,1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Oscillatoriales[class],0.0013555383423702555,-2.8675679264549165
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Planctomycetia,0,-6
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Pleurocapsales[class],1.9364833462432224e-4,-3.7107493076743636
hydrogen_peroxide_0.5mm,MGAM,MB002,run3,day 4,c__Rubrobacteria,0,-6
