Drug,Medium,Donor,run,Day,phylum,relative_abundance,relative_abundance_log10
mucus_0.1%,MGAM,MB005,run3,day 4,p__Proteobacteria,0.23504239548689543,-0.6288519475980218
mucus_0.1%,MGAM,MB005,run3,day 4,p__Spirochaetes,0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__Synergistetes,0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__Tenericutes,0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__Thermobaculum[phylum],0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__Thermodesulfobacteria,0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__Thermotogae,0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__Verrucomicrobia,0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
mucus_0.1%,MGAM,MB005,run3,day 4,p__phototrophic bacterium[phylum],0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Acidobacteria,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Actinobacteria,0.27433617911992286,-0.5617153313220189
mucus_0.1%,MGAM,MB006,run3,day 4,p__Aquificae,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Bacteroidetes,0.32726545779533855,-0.4850985041355659
mucus_0.1%,MGAM,MB006,run3,day 4,p__Balneolaeota,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Caldiserica,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Calditrichaeota,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Chlamydiae,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Chlorobi,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Chloroflexi,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Chrysiogenetes,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Crenarchaeota,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Cyanobacteria,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Deferribacteres,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Deinococcus-Thermus,1.1759448717044145e-5,-4.894168089276124
mucus_0.1%,MGAM,MB006,run3,day 4,p__Dictyoglomi,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Elusimicrobia,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Euryarchaeota,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Fibrobacteres,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Firmicutes,0.1810602318963287,-0.7421745291220587
mucus_0.1%,MGAM,MB006,run3,day 4,p__Fusobacteria,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Gemmatimonadetes,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Ignavibacteriae,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Lentisphaerae,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Nitrospirae,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Planctomycetes,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Proteobacteria,0.21457466073990453,-0.6684195414839056
mucus_0.1%,MGAM,MB006,run3,day 4,p__Spirochaetes,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Synergistetes,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Tenericutes,1.1759448717044145e-5,-4.894168089276124
mucus_0.1%,MGAM,MB006,run3,day 4,p__Thermobaculum[phylum],0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Thermodesulfobacteria,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Thermotogae,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__Verrucomicrobia,0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__marine bacterium SIMO-4474[phylum],1.1759448717044145e-5,-4.894168089276124
mucus_0.1%,MGAM,MB006,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
mucus_0.1%,MGAM,MB006,run3,day 4,p__phototrophic bacterium[phylum],0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Acidobacteria,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Actinobacteria,0.055217777777777775,-1.257913210341471
mucus_0.1%,MGAM,MB007,run3,day 4,p__Aquificae,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Bacteroidetes,0.18670222222222221,-0.728848186704083
mucus_0.1%,MGAM,MB007,run3,day 4,p__Balneolaeota,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Caldiserica,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Calditrichaeota,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Chlamydiae,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Chlorobi,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Chloroflexi,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Chrysiogenetes,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Crenarchaeota,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Cyanobacteria,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Deferribacteres,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Deinococcus-Thermus,1.1851851851851852e-5,-4.891034289368114
mucus_0.1%,MGAM,MB007,run3,day 4,p__Dictyoglomi,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Elusimicrobia,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Euryarchaeota,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Fibrobacteres,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Firmicutes,0.5497955555555556,-0.2597979853144879
mucus_0.1%,MGAM,MB007,run3,day 4,p__Fusobacteria,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Gemmatimonadetes,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Ignavibacteriae,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Lentisphaerae,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Nitrospirae,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Planctomycetes,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Proteobacteria,0.20392296296296297,-0.6905317375808483
mucus_0.1%,MGAM,MB007,run3,day 4,p__Spirochaetes,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Synergistetes,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Tenericutes,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Thermobaculum[phylum],0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Thermodesulfobacteria,1.1851851851851852e-5,-4.891034289368114
mucus_0.1%,MGAM,MB007,run3,day 4,p__Thermotogae,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__Verrucomicrobia,0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
mucus_0.1%,MGAM,MB007,run3,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BB,MB001,run1,day 4,p__Acidobacteria,0,-6
no drug,BB,MB001,run1,day 4,p__Actinobacteria,0.005012444690265487,-2.2998637719552515
no drug,BB,MB001,run1,day 4,p__Aquificae,0,-6
no drug,BB,MB001,run1,day 4,p__Bacteroidetes,0.05454922566371682,-1.2632034484797774
no drug,BB,MB001,run1,day 4,p__Balneolaeota,0,-6
no drug,BB,MB001,run1,day 4,p__Caldiserica,0,-6
no drug,BB,MB001,run1,day 4,p__Calditrichaeota,0,-6
no drug,BB,MB001,run1,day 4,p__Chlamydiae,0,-6
no drug,BB,MB001,run1,day 4,p__Chlorobi,0,-6
no drug,BB,MB001,run1,day 4,p__Chloroflexi,0,-6
no drug,BB,MB001,run1,day 4,p__Chrysiogenetes,0,-6
no drug,BB,MB001,run1,day 4,p__Crenarchaeota,1.728429203539823e-5,-4.73792185080706
no drug,BB,MB001,run1,day 4,p__Cyanobacteria,1.728429203539823e-5,-4.73792185080706
no drug,BB,MB001,run1,day 4,p__Deferribacteres,0,-6
no drug,BB,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
no drug,BB,MB001,run1,day 4,p__Dictyoglomi,0,-6
no drug,BB,MB001,run1,day 4,p__Elusimicrobia,0,-6
no drug,BB,MB001,run1,day 4,p__Euryarchaeota,0,-6
no drug,BB,MB001,run1,day 4,p__Fibrobacteres,0,-6
no drug,BB,MB001,run1,day 4,p__Firmicutes,0.7643978152654868,-0.11667999472542392
no drug,BB,MB001,run1,day 4,p__Fusobacteria,0,-6
no drug,BB,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
no drug,BB,MB001,run1,day 4,p__Ignavibacteriae,0,-6
no drug,BB,MB001,run1,day 4,p__Lentisphaerae,0,-6
no drug,BB,MB001,run1,day 4,p__Nitrospirae,0,-6
no drug,BB,MB001,run1,day 4,p__Planctomycetes,0,-6
no drug,BB,MB001,run1,day 4,p__Proteobacteria,0.12273575774336283,-0.9110253533737802
no drug,BB,MB001,run1,day 4,p__Spirochaetes,0,-6
no drug,BB,MB001,run1,day 4,p__Synergistetes,0,-6
no drug,BB,MB001,run1,day 4,p__Tenericutes,0,-6
no drug,BB,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
no drug,BB,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
no drug,BB,MB001,run1,day 4,p__Thermotogae,0,-6
no drug,BB,MB001,run1,day 4,p__Verrucomicrobia,0,-6
no drug,BB,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,BB,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BB,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BB,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BB,MB002,run1,day 4,p__Acidobacteria,1.3879443156740552e-5,-4.827413321376159
no drug,BB,MB002,run1,day 4,p__Actinobacteria,0.009340865244486391,-2.029566401659461
no drug,BB,MB002,run1,day 4,p__Aquificae,0,-6
no drug,BB,MB002,run1,day 4,p__Bacteroidetes,0.09829421643603659,-1.0074676167149934
no drug,BB,MB002,run1,day 4,p__Balneolaeota,0,-6
no drug,BB,MB002,run1,day 4,p__Caldiserica,0,-6
no drug,BB,MB002,run1,day 4,p__Calditrichaeota,0,-6
no drug,BB,MB002,run1,day 4,p__Chlamydiae,0,-6
no drug,BB,MB002,run1,day 4,p__Chlorobi,0,-6
no drug,BB,MB002,run1,day 4,p__Chloroflexi,0,-6
no drug,BB,MB002,run1,day 4,p__Chrysiogenetes,0,-6
no drug,BB,MB002,run1,day 4,p__Crenarchaeota,0,-6
no drug,BB,MB002,run1,day 4,p__Cyanobacteria,0,-6
no drug,BB,MB002,run1,day 4,p__Deferribacteres,0,-6
no drug,BB,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
no drug,BB,MB002,run1,day 4,p__Dictyoglomi,0,-6
no drug,BB,MB002,run1,day 4,p__Elusimicrobia,0,-6
no drug,BB,MB002,run1,day 4,p__Euryarchaeota,0,-6
no drug,BB,MB002,run1,day 4,p__Fibrobacteres,0,-6
no drug,BB,MB002,run1,day 4,p__Firmicutes,0.6277116962067482,-0.20223908715816438
no drug,BB,MB002,run1,day 4,p__Fusobacteria,0,-6
no drug,BB,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
no drug,BB,MB002,run1,day 4,p__Ignavibacteriae,0,-6
no drug,BB,MB002,run1,day 4,p__Lentisphaerae,0,-6
no drug,BB,MB002,run1,day 4,p__Nitrospirae,0,-6
no drug,BB,MB002,run1,day 4,p__Planctomycetes,0,-6
no drug,BB,MB002,run1,day 4,p__Proteobacteria,0.1934516787186498,-0.7134252522716391
no drug,BB,MB002,run1,day 4,p__Spirochaetes,0,-6
no drug,BB,MB002,run1,day 4,p__Synergistetes,0,-6
no drug,BB,MB002,run1,day 4,p__Tenericutes,0,-6
no drug,BB,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
no drug,BB,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
no drug,BB,MB002,run1,day 4,p__Thermotogae,0,-6
no drug,BB,MB002,run1,day 4,p__Verrucomicrobia,0,-6
no drug,BB,MB002,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,BB,MB002,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BB,MB002,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BB,MB002,run1,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BB,MB003,run1,day 4,p__Acidobacteria,0,-6
no drug,BB,MB003,run1,day 4,p__Actinobacteria,0.04726973006387802,-1.3254076902660465
no drug,BB,MB003,run1,day 4,p__Aquificae,0,-6
no drug,BB,MB003,run1,day 4,p__Bacteroidetes,0.12750875746960644,-0.8944565803040253
no drug,BB,MB003,run1,day 4,p__Balneolaeota,0,-6
no drug,BB,MB003,run1,day 4,p__Caldiserica,0,-6
no drug,BB,MB003,run1,day 4,p__Calditrichaeota,0,-6
no drug,BB,MB003,run1,day 4,p__Chlamydiae,0,-6
no drug,BB,MB003,run1,day 4,p__Chlorobi,0,-6
no drug,BB,MB003,run1,day 4,p__Chloroflexi,0,-6
no drug,BB,MB003,run1,day 4,p__Chrysiogenetes,0,-6
no drug,BB,MB003,run1,day 4,p__Crenarchaeota,0,-6
no drug,BB,MB003,run1,day 4,p__Cyanobacteria,4.1211621677313004e-5,-4.3745679628899
no drug,BB,MB003,run1,day 4,p__Deferribacteres,0,-6
no drug,BB,MB003,run1,day 4,p__Deinococcus-Thermus,0,-6
no drug,BB,MB003,run1,day 4,p__Dictyoglomi,0,-6
no drug,BB,MB003,run1,day 4,p__Elusimicrobia,0,-6
no drug,BB,MB003,run1,day 4,p__Euryarchaeota,0,-6
no drug,BB,MB003,run1,day 4,p__Fibrobacteres,0,-6
no drug,BB,MB003,run1,day 4,p__Firmicutes,0.6121986400164846,-0.21310693011094856
no drug,BB,MB003,run1,day 4,p__Fusobacteria,0,-6
no drug,BB,MB003,run1,day 4,p__Gemmatimonadetes,0,-6
no drug,BB,MB003,run1,day 4,p__Ignavibacteriae,0,-6
no drug,BB,MB003,run1,day 4,p__Lentisphaerae,0,-6
no drug,BB,MB003,run1,day 4,p__Nitrospirae,0,-6
no drug,BB,MB003,run1,day 4,p__Planctomycetes,0,-6
no drug,BB,MB003,run1,day 4,p__Proteobacteria,0.20012363486503193,-0.6986994474586349
no drug,BB,MB003,run1,day 4,p__Spirochaetes,0,-6
no drug,BB,MB003,run1,day 4,p__Synergistetes,0,-6
no drug,BB,MB003,run1,day 4,p__Tenericutes,0,-6
no drug,BB,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
no drug,BB,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
no drug,BB,MB003,run1,day 4,p__Thermotogae,0,-6
no drug,BB,MB003,run1,day 4,p__Verrucomicrobia,0,-6
no drug,BB,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,BB,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BB,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BB,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BB,MB005,run1,day 4,p__Acidobacteria,0,-6
no drug,BB,MB005,run1,day 4,p__Actinobacteria,0.051301041820964795,-1.289865349626362
no drug,BB,MB005,run1,day 4,p__Aquificae,0,-6
no drug,BB,MB005,run1,day 4,p__Bacteroidetes,0.017972646027748975,-1.745363815538953
no drug,BB,MB005,run1,day 4,p__Balneolaeota,0,-6
no drug,BB,MB005,run1,day 4,p__Caldiserica,0,-6
no drug,BB,MB005,run1,day 4,p__Calditrichaeota,0,-6
no drug,BB,MB005,run1,day 4,p__Chlamydiae,0,-6
no drug,BB,MB005,run1,day 4,p__Chlorobi,0,-6
no drug,BB,MB005,run1,day 4,p__Chloroflexi,0,-6
no drug,BB,MB005,run1,day 4,p__Chrysiogenetes,0,-6
no drug,BB,MB005,run1,day 4,p__Crenarchaeota,0,-6
no drug,BB,MB005,run1,day 4,p__Cyanobacteria,0,-6
no drug,BB,MB005,run1,day 4,p__Deferribacteres,0,-6
no drug,BB,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
no drug,BB,MB005,run1,day 4,p__Dictyoglomi,0,-6
no drug,BB,MB005,run1,day 4,p__Elusimicrobia,0,-6
no drug,BB,MB005,run1,day 4,p__Euryarchaeota,0,-6
no drug,BB,MB005,run1,day 4,p__Fibrobacteres,0,-6
no drug,BB,MB005,run1,day 4,p__Firmicutes,0.915963067199921,-0.03812156314752718
no drug,BB,MB005,run1,day 4,p__Fusobacteria,0,-6
no drug,BB,MB005,run1,day 4,p__Gemmatimonadetes,0,-6
no drug,BB,MB005,run1,day 4,p__Ignavibacteriae,0,-6
no drug,BB,MB005,run1,day 4,p__Lentisphaerae,0,-6
no drug,BB,MB005,run1,day 4,p__Nitrospirae,0,-6
no drug,BB,MB005,run1,day 4,p__Planctomycetes,0,-6
no drug,BB,MB005,run1,day 4,p__Proteobacteria,0.0040323244293026545,-2.394336843157508
no drug,BB,MB005,run1,day 4,p__Spirochaetes,0,-6
no drug,BB,MB005,run1,day 4,p__Synergistetes,0,-6
no drug,BB,MB005,run1,day 4,p__Tenericutes,0,-6
no drug,BB,MB005,run1,day 4,p__Thermobaculum[phylum],0,-6
no drug,BB,MB005,run1,day 4,p__Thermodesulfobacteria,0,-6
no drug,BB,MB005,run1,day 4,p__Thermotogae,0,-6
no drug,BB,MB005,run1,day 4,p__Verrucomicrobia,0,-6
no drug,BB,MB005,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,BB,MB005,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BB,MB005,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BB,MB005,run1,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BB,MB006,run3,day 4,p__Acidobacteria,0,-6
no drug,BB,MB006,run3,day 4,p__Actinobacteria,0.035187201922715836,-1.4536029245542268
no drug,BB,MB006,run3,day 4,p__Aquificae,0,-6
no drug,BB,MB006,run3,day 4,p__Bacteroidetes,0.5162792444327613,-0.28711449300040304
no drug,BB,MB006,run3,day 4,p__Balneolaeota,0,-6
no drug,BB,MB006,run3,day 4,p__Caldiserica,0,-6
no drug,BB,MB006,run3,day 4,p__Calditrichaeota,0,-6
no drug,BB,MB006,run3,day 4,p__Chlamydiae,0,-6
no drug,BB,MB006,run3,day 4,p__Chlorobi,0,-6
no drug,BB,MB006,run3,day 4,p__Chloroflexi,0,-6
no drug,BB,MB006,run3,day 4,p__Chrysiogenetes,0,-6
no drug,BB,MB006,run3,day 4,p__Crenarchaeota,0,-6
no drug,BB,MB006,run3,day 4,p__Cyanobacteria,1.2517681224729932e-5,-4.869097799346374
no drug,BB,MB006,run3,day 4,p__Deferribacteres,0,-6
no drug,BB,MB006,run3,day 4,p__Deinococcus-Thermus,0,-6
no drug,BB,MB006,run3,day 4,p__Dictyoglomi,0,-6
no drug,BB,MB006,run3,day 4,p__Elusimicrobia,0,-6
no drug,BB,MB006,run3,day 4,p__Euryarchaeota,0,-6
no drug,BB,MB006,run3,day 4,p__Fibrobacteres,0,-6
no drug,BB,MB006,run3,day 4,p__Firmicutes,0.42137018538685894,-0.37533516605907374
no drug,BB,MB006,run3,day 4,p__Fusobacteria,0,-6
no drug,BB,MB006,run3,day 4,p__Gemmatimonadetes,0,-6
no drug,BB,MB006,run3,day 4,p__Ignavibacteriae,0,-6
no drug,BB,MB006,run3,day 4,p__Lentisphaerae,0,-6
no drug,BB,MB006,run3,day 4,p__Nitrospirae,1.2517681224729932e-5,-4.869097799346374
no drug,BB,MB006,run3,day 4,p__Planctomycetes,0,-6
no drug,BB,MB006,run3,day 4,p__Proteobacteria,0.024797526506189993,-1.6055741235787155
no drug,BB,MB006,run3,day 4,p__Spirochaetes,0,-6
no drug,BB,MB006,run3,day 4,p__Synergistetes,0,-6
no drug,BB,MB006,run3,day 4,p__Tenericutes,0,-6
no drug,BB,MB006,run3,day 4,p__Thermobaculum[phylum],0,-6
no drug,BB,MB006,run3,day 4,p__Thermodesulfobacteria,0,-6
no drug,BB,MB006,run3,day 4,p__Thermotogae,0,-6
no drug,BB,MB006,run3,day 4,p__Verrucomicrobia,1.2517681224729932e-5,-4.869097799346374
no drug,BB,MB006,run3,day 4,p__marine bacterium SIMO-4474[phylum],2.5035362449459863e-5,-4.584436371946242
no drug,BB,MB006,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BB,MB006,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BB,MB006,run3,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BB,MB007,run3,day 4,p__Acidobacteria,0,-6
no drug,BB,MB007,run3,day 4,p__Actinobacteria,0.06214694702401001,-1.2065732131344864
no drug,BB,MB007,run3,day 4,p__Aquificae,0,-6
no drug,BB,MB007,run3,day 4,p__Bacteroidetes,0.07315594476254632,-1.1357444401621817
no drug,BB,MB007,run3,day 4,p__Balneolaeota,0,-6
no drug,BB,MB007,run3,day 4,p__Caldiserica,0,-6
no drug,BB,MB007,run3,day 4,p__Calditrichaeota,0,-6
no drug,BB,MB007,run3,day 4,p__Chlamydiae,0,-6
no drug,BB,MB007,run3,day 4,p__Chlorobi,0,-6
no drug,BB,MB007,run3,day 4,p__Chloroflexi,9.623249771447819e-6,-4.973742607368475
no drug,BB,MB007,run3,day 4,p__Chrysiogenetes,0,-6
no drug,BB,MB007,run3,day 4,p__Crenarchaeota,0,-6
no drug,BB,MB007,run3,day 4,p__Cyanobacteria,0,-6
no drug,BB,MB007,run3,day 4,p__Deferribacteres,0,-6
no drug,BB,MB007,run3,day 4,p__Deinococcus-Thermus,0,-6
no drug,BB,MB007,run3,day 4,p__Dictyoglomi,0,-6
no drug,BB,MB007,run3,day 4,p__Elusimicrobia,0,-6
no drug,BB,MB007,run3,day 4,p__Euryarchaeota,0,-6
no drug,BB,MB007,run3,day 4,p__Fibrobacteres,0,-6
no drug,BB,MB007,run3,day 4,p__Firmicutes,0.7779435115238416,-0.10905137884375057
no drug,BB,MB007,run3,day 4,p__Fusobacteria,0,-6
no drug,BB,MB007,run3,day 4,p__Gemmatimonadetes,0,-6
no drug,BB,MB007,run3,day 4,p__Ignavibacteriae,0,-6
no drug,BB,MB007,run3,day 4,p__Lentisphaerae,0,-6
no drug,BB,MB007,run3,day 4,p__Nitrospirae,0,-6
no drug,BB,MB007,run3,day 4,p__Planctomycetes,0,-6
no drug,BB,MB007,run3,day 4,p__Proteobacteria,0.08445363999422605,-1.0733764850091205
no drug,BB,MB007,run3,day 4,p__Spirochaetes,0,-6
no drug,BB,MB007,run3,day 4,p__Synergistetes,0,-6
no drug,BB,MB007,run3,day 4,p__Tenericutes,0,-6
no drug,BB,MB007,run3,day 4,p__Thermobaculum[phylum],0,-6
no drug,BB,MB007,run3,day 4,p__Thermodesulfobacteria,0,-6
no drug,BB,MB007,run3,day 4,p__Thermotogae,9.623249771447819e-6,-4.973742607368475
no drug,BB,MB007,run3,day 4,p__Verrucomicrobia,0,-6
no drug,BB,MB007,run3,day 4,p__marine bacterium SIMO-4474[phylum],9.623249771447819e-6,-4.973742607368475
no drug,BB,MB007,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BB,MB007,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BB,MB007,run3,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BHI,MB001,run3,day 4,p__Acidobacteria,0,-6
no drug,BHI,MB001,run3,day 4,p__Actinobacteria,0.02036429460346193,-1.691109303047542
no drug,BHI,MB001,run3,day 4,p__Aquificae,1.8855828336538824e-5,-4.702111990519811
no drug,BHI,MB001,run3,day 4,p__Bacteroidetes,0.07389599125089565,-1.1313732437396016
no drug,BHI,MB001,run3,day 4,p__Balneolaeota,1.8855828336538824e-5,-4.702111990519811
no drug,BHI,MB001,run3,day 4,p__Caldiserica,0,-6
no drug,BHI,MB001,run3,day 4,p__Calditrichaeota,0,-6
no drug,BHI,MB001,run3,day 4,p__Chlamydiae,0,-6
no drug,BHI,MB001,run3,day 4,p__Chlorobi,1.8855828336538824e-5,-4.702111990519811
no drug,BHI,MB001,run3,day 4,p__Chloroflexi,0,-6
no drug,BHI,MB001,run3,day 4,p__Chrysiogenetes,0,-6
no drug,BHI,MB001,run3,day 4,p__Crenarchaeota,0,-6
no drug,BHI,MB001,run3,day 4,p__Cyanobacteria,3.771165667307765e-5,-4.412158242564266
no drug,BHI,MB001,run3,day 4,p__Deferribacteres,0,-6
no drug,BHI,MB001,run3,day 4,p__Deinococcus-Thermus,0,-6
no drug,BHI,MB001,run3,day 4,p__Dictyoglomi,0,-6
no drug,BHI,MB001,run3,day 4,p__Elusimicrobia,0,-6
no drug,BHI,MB001,run3,day 4,p__Euryarchaeota,0,-6
no drug,BHI,MB001,run3,day 4,p__Fibrobacteres,0,-6
no drug,BHI,MB001,run3,day 4,p__Firmicutes,0.19425274352302296,-0.7116306030252407
no drug,BHI,MB001,run3,day 4,p__Fusobacteria,0,-6
no drug,BHI,MB001,run3,day 4,p__Gemmatimonadetes,0,-6
no drug,BHI,MB001,run3,day 4,p__Ignavibacteriae,0,-6
no drug,BHI,MB001,run3,day 4,p__Lentisphaerae,0,-6
no drug,BHI,MB001,run3,day 4,p__Nitrospirae,0,-6
no drug,BHI,MB001,run3,day 4,p__Planctomycetes,0,-6
no drug,BHI,MB001,run3,day 4,p__Proteobacteria,0.5570200248896934,-0.2541284119694514
no drug,BHI,MB001,run3,day 4,p__Spirochaetes,1.8855828336538824e-5,-4.702111990519811
no drug,BHI,MB001,run3,day 4,p__Synergistetes,0,-6
no drug,BHI,MB001,run3,day 4,p__Tenericutes,1.8855828336538824e-5,-4.702111990519811
no drug,BHI,MB001,run3,day 4,p__Thermobaculum[phylum],0,-6
no drug,BHI,MB001,run3,day 4,p__Thermodesulfobacteria,0,-6
no drug,BHI,MB001,run3,day 4,p__Thermotogae,0,-6
no drug,BHI,MB001,run3,day 4,p__Verrucomicrobia,0,-6
no drug,BHI,MB001,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,BHI,MB001,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,BHI,MB001,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,BHI,MB001,run3,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,BHI,MB002,run3,day 4,p__Acidobacteria,0,-6
no drug,BHI,MB002,run3,day 4,p__Actinobacteria,0.009211817289872451,-2.0356075417523907
no drug,BHI,MB002,run3,day 4,p__Aquificae,0,-6
no drug,BHI,MB002,run3,day 4,p__Bacteroidetes,0.13385297430865947,-0.8733687294849233
no drug,BHI,MB002,run3,day 4,p__Balneolaeota,0,-6
